id,sentence
Beauty_and_Personal_Care-first_200_reviews_300,Love I love this eyeshadow.
Beauty_and_Personal_Care-first_200_reviews_301,It's the only kind I ever want to use again!
Beauty_and_Personal_Care-first_200_reviews_302,Too big Items are to large
Beauty_and_Personal_Care-first_200_reviews_303,Five Stars Does what is supposed to
Beauty_and_Personal_Care-first_200_reviews_304,Nose hair trimmer The nose hair trimmer has attachments to use as a hair groomer also.
Beauty_and_Personal_Care-first_200_reviews_305,Chanel - Gentle Eye Make Up Remover .
Beauty_and_Personal_Care-first_200_reviews_306,I bought the Chanel - Gentle Eye Make Up Remover and it works great.
Beauty_and_Personal_Care-first_200_reviews_307,Not greasy & actually removes my waterproof mascara & eyeliner easily.
Beauty_and_Personal_Care-first_200_reviews_308,Just make sure you shake it to mix before each use
Beauty_and_Personal_Care-first_200_reviews_309,Clinique All About Clean 2-in-1 Cleansing exfoliator .
Beauty_and_Personal_Care-first_200_reviews_310,Clinique All About Clean 2-in-1 Cleansing Exfoliator.
Beauty_and_Personal_Care-first_200_reviews_311,It makes your face feel extra clean and smooth.
Beauty_and_Personal_Care-first_200_reviews_312,"The exfoliators are wonderful at refreshing dry, dull skin"
Beauty_and_Personal_Care-first_200_reviews_313,Straight Edge Razor Blades Disposable Lamoutor 100Pcs Single Edge Razor Blade Steel Industrial Disposable Straight Edge
Beauty_and_Personal_Care-first_200_reviews_314,Arishine Magnetic Eyeliner The Arishine Magnetic Eyeliner is waterproof and smudge resistant.
Beauty_and_Personal_Care-first_200_reviews_315,"It actually stays on, unlike some eyeliners which come off the second your eyes water or something."
Beauty_and_Personal_Care-first_200_reviews_316,It goes on smoothly &  it holds the eyelashes on nice and secure.
Beauty_and_Personal_Care-first_200_reviews_317,It does all this at a fraction of the price I was paying from the eyelash companies.
Beauty_and_Personal_Care-first_200_reviews_318,I will definitely be buying this again
Beauty_and_Personal_Care-first_200_reviews_319,Red lip tint Bright red lip tint stays on lips all day.
Beauty_and_Personal_Care-first_200_reviews_320,Feels like velvet on the lips.
Beauty_and_Personal_Care-first_200_reviews_321,"Smudges a little bit, but after really, really dry, it stays put."
Beauty_and_Personal_Care-first_200_reviews_322,"Lip plumper Doesn’t plump lips as much as expected, but does plump lips a bit and makes a great gloss."
Beauty_and_Personal_Care-first_200_reviews_323,Long wearing lipstick Love it!
Beauty_and_Personal_Care-first_200_reviews_324,When in construction in South Florida ClubMan helps alleviate the inevitable chafing.
Beauty_and_Personal_Care-first_200_reviews_325,My husband has tried others but ALWAYS goes back to Pinaud.
Beauty_and_Personal_Care-first_200_reviews_326,Also the 3 pack is a great price.
Beauty_and_Personal_Care-first_200_reviews_327,shipping was faster than projected.
Beauty_and_Personal_Care-first_200_reviews_328,GREAT DEAL ALL THE WAY AROUND.
Beauty_and_Personal_Care-first_200_reviews_329,Love it Love this....it's cute and has plenty of room
Beauty_and_Personal_Care-first_200_reviews_330,Lovely metal case I like the easy way I can use these.
Beauty_and_Personal_Care-first_200_reviews_331,And because they are in a case they are easy to find.
Beauty_and_Personal_Care-first_200_reviews_332,Combs The combs are for my 7 yr old great nephew.
Beauty_and_Personal_Care-first_200_reviews_333,He is just growing his hair out.
Beauty_and_Personal_Care-first_200_reviews_334,It is very sturdy plastic.
Beauty_and_Personal_Care-first_200_reviews_335,"Good Very light weight, easy to use, good item for the price"
Beauty_and_Personal_Care-first_200_reviews_336,"Great product Really like this product, very shiny and keeps nails strong."
Beauty_and_Personal_Care-first_200_reviews_337,All of tammy taylor products are awesome!
Beauty_and_Personal_Care-first_200_reviews_338,People find these butterfly barrettes fascinating… .
Beauty_and_Personal_Care-first_200_reviews_339,Not much to learn…just two small hair clips doing what they were designed to do .
Beauty_and_Personal_Care-first_200_reviews_340,"Nothing to dislike, the hair clips do what they were designed to do"
Beauty_and_Personal_Care-first_200_reviews_341,Pretty butterfly hair clip It’s as ordered
Beauty_and_Personal_Care-first_200_reviews_342,Clips are pretty but need a longer clip to attach to hair.. .
Beauty_and_Personal_Care-first_200_reviews_343,Too big I like thee combs but they are.
Beauty_and_Personal_Care-first_200_reviews_344,all too big and bulky
Beauty_and_Personal_Care-first_200_reviews_345,Handy for travelingp It’s good but there isn’t very much of them for the price
Beauty_and_Personal_Care-first_200_reviews_346,I DONT know if I would like this or not because neither I nor my husband could get it open!
Beauty_and_Personal_Care-first_200_reviews_347,Won’t last the day .
Beauty_and_Personal_Care-first_200_reviews_348,This removes bags under my eyes for a couple of hours but it’s much too expensive
Beauty_and_Personal_Care-first_200_reviews_349,Works okay and doesn’t make me break out .
Beauty_and_Personal_Care-first_200_reviews_350,Not perfect but better than nothing during long dry summer days
Beauty_and_Personal_Care-first_200_reviews_351,"It works, I dilute it with water because it stings my scalp ."
Beauty_and_Personal_Care-first_200_reviews_352,Leaves my face clean and ready for either makeup or face cream at night.. .
Beauty_and_Personal_Care-first_200_reviews_353,I like this liquid face soap works just fine and I’ve been using it for years.
Beauty_and_Personal_Care-first_200_reviews_354,Great but too expensive I’ve always liked everything about this soap except the hefty price...
Beauty_and_Personal_Care-first_200_reviews_355,Easy to use eyeliner but.... .
Beauty_and_Personal_Care-first_200_reviews_356,"This is a good product but it doesn't last very long, making it quite expensive.."
Beauty_and_Personal_Care-first_200_reviews_357,Excellent product I've been using this for years and I love it.
Beauty_and_Personal_Care-first_200_reviews_358,I think it makes me look younger and rested.
Beauty_and_Personal_Care-first_200_reviews_359,Good makeup brushes I have never ordered special makeup brushes before so I dont know how to compare them to the rest.
Beauty_and_Personal_Care-first_200_reviews_360,I am happy enough with them and they were inexpensive.
Beauty_and_Personal_Care-first_200_reviews_361,Great hair color Great color and great product for an 80 year old
Beauty_and_Personal_Care-first_200_reviews_362,Handle carefully My old thinning shears only cut about one out of 100 hairs so I assumed this one would too but I was wrong.
Beauty_and_Personal_Care-first_200_reviews_363,They cut a huge chunk of my hair  right on the front side where it is very noticeable.
Beauty_and_Personal_Care-first_200_reviews_364,"I'll be more careful now, but the damage is done until my hair grows out again...watch out, the shears are more like regular shears."
Beauty_and_Personal_Care-first_200_reviews_365,"Other than that, both shears are of good quality and I'm happy to have them."
Beauty_and_Personal_Care-first_200_reviews_366,"Good value, good quality ."
Beauty_and_Personal_Care-first_200_reviews_367,Product is the quality I expected and the value is very good.
Beauty_and_Personal_Care-first_200_reviews_368,Great deal great quality Better than expected
Beauty_and_Personal_Care-first_200_reviews_369,Works fast Amazing what this nose butter did for my bulldog's nose.
Beauty_and_Personal_Care-first_200_reviews_370,"She had crusty layers of dry dead skin and within 4 days of using the product 2 to 3 times a day, her nose is like when she was a puppy, soft, smooth and moist."
Beauty_and_Personal_Care-first_200_reviews_371,I will always have this product on hand for her.
Beauty_and_Personal_Care-first_200_reviews_372,I didn't think a scent would be an advantage and could be bothersome.
Beauty_and_Personal_Care-first_200_reviews_373,The color is awesome though.
Beauty_and_Personal_Care-first_200_reviews_374,Wand is way to thick if you want to use it as liner.
Beauty_and_Personal_Care-first_200_reviews_375,Gets all over your lashes and no it does not stay on.
Beauty_and_Personal_Care-first_200_reviews_376,Well it does not stay on like t says.
Beauty_and_Personal_Care-first_200_reviews_377,"And the dark brown is not brown, it's rust/copper."
Beauty_and_Personal_Care-first_200_reviews_378,I gave this is product months of testing before deciding this was an absolute waste of my money.
Beauty_and_Personal_Care-first_200_reviews_379,I wouldn't mind the time it takes to complete if it lastest more than a couple days.
Beauty_and_Personal_Care-first_200_reviews_380,The product is thick and peels up easily then they just pull off after that.
Beauty_and_Personal_Care-first_200_reviews_381,Great aftershave with manly scent.
Beauty_and_Personal_Care-first_200_reviews_382,Works wonders on my sensitive skin.
Beauty_and_Personal_Care-first_200_reviews_383,Use it in minor nicks and cuts and even acne spots to clear up my skin beautifully.
Beauty_and_Personal_Care-first_200_reviews_384,"Works wonders.<br />They have other scents as well and I like all of them, but the classic is my favorite."
Beauty_and_Personal_Care-first_200_reviews_385,This is a perfectly hydrating lotion with a light manly scent.
Beauty_and_Personal_Care-first_200_reviews_386,Works great for daily use or weekly if you don't want to use daily.
Beauty_and_Personal_Care-first_200_reviews_387,I have been using it for 5 years and it has helped me a ton.
Beauty_and_Personal_Care-first_200_reviews_388,Especially in the cold dry winter months.
Beauty_and_Personal_Care-first_200_reviews_389,I tried them I have used silicone patches for my upper chest with good results.
Beauty_and_Personal_Care-first_200_reviews_390,I have some light wrinkling on my upper lip and though silicone patches would work well there.
Beauty_and_Personal_Care-first_200_reviews_391,I purchased these.<br /><br />I wear my patches to bed.
Beauty_and_Personal_Care-first_200_reviews_392,"The first time I wore this patch, it fell off in my bed."
Beauty_and_Personal_Care-first_200_reviews_393,I had to search for it the next morning.
Beauty_and_Personal_Care-first_200_reviews_394,I then wore the second patch.
Beauty_and_Personal_Care-first_200_reviews_395,"It fell off during the night, also."
Beauty_and_Personal_Care-first_200_reviews_396,Falling off defeats the purpose.
Beauty_and_Personal_Care-first_200_reviews_397,"They do not stay on; so therefore, aren’t beneficial."
Beauty_and_Personal_Care-first_200_reviews_398,Great for skincare An esthetician recommended these to me.
Beauty_and_Personal_Care-first_200_reviews_399,I sort of blew the suggestion off.
Beauty_and_Personal_Care-first_200_reviews_400,"Cotton pads are cotton pads, right?"
Beauty_and_Personal_Care-first_200_reviews_401,Why pay more for cotton pads?<br /><br />I tend to run through skin care products quickly.
Beauty_and_Personal_Care-first_200_reviews_402,"I decided to try these and now use them faithfully.<br /><br />Regular cotton pads tend to soak up all the product, leaving it in the cotton, instead of on your face."
Beauty_and_Personal_Care-first_200_reviews_403,These don’t soak it all up.
Beauty_and_Personal_Care-first_200_reviews_404,They allow you to put the product on your skin.
Beauty_and_Personal_Care-first_200_reviews_405,Less waste of products.<br /><br />They are soft on your skin.
Beauty_and_Personal_Care-first_200_reviews_406,I was let down I have used a similar product from a different company that was sort of expensive.
Beauty_and_Personal_Care-first_200_reviews_407,I thought I would try this set.
Beauty_and_Personal_Care-first_200_reviews_408,"It seemed like a good deal, especially with all the different pieces.<br /><br />The chest piece was fine and seemed to work."
Beauty_and_Personal_Care-first_200_reviews_409,"The forehead piece was so, so."
Beauty_and_Personal_Care-first_200_reviews_410,"It covered the forehead, but the part that goes down between the eyes didn’t cover that well and didn’t stay adhered."
Beauty_and_Personal_Care-first_200_reviews_411,"I wanted it to treat the vertical lines above my nose, between the eyes, but it didn’t work for that."
Beauty_and_Personal_Care-first_200_reviews_412,"The pieces for under the eyes didn’t stay on, thus didn’t work for those lines."
Beauty_and_Personal_Care-first_200_reviews_413,The other pieces in the kit were odd shaped and not appropriate for any where.
Beauty_and_Personal_Care-first_200_reviews_414,"I wanted to treat the lines on my upper lip, but none of the pieces would work."
Beauty_and_Personal_Care-first_200_reviews_415,I really like this stuff I originally got this product elsewhere.
Beauty_and_Personal_Care-first_200_reviews_416,This was my third bottle.
Beauty_and_Personal_Care-first_200_reviews_417,I didn’t notice a scent.
Beauty_and_Personal_Care-first_200_reviews_418,I do wish it were a bit less expensive.
Beauty_and_Personal_Care-first_200_reviews_419,The designs were larger than expected.
Beauty_and_Personal_Care-first_200_reviews_420,I thought there would be a cute little design on the clips.
Beauty_and_Personal_Care-first_200_reviews_421,"What I received was larger, cheap looking, kids dress up things."
Beauty_and_Personal_Care-first_200_reviews_422,"Less sweat, dried feet ."
Beauty_and_Personal_Care-first_200_reviews_423,I am on the fence about this product.
Beauty_and_Personal_Care-first_200_reviews_424,It states to apply 3 times a day at first.
Beauty_and_Personal_Care-first_200_reviews_425,Who has time for that?
Beauty_and_Personal_Care-first_200_reviews_426,I did apply at least twice a day.
Beauty_and_Personal_Care-first_200_reviews_427,"For the first few days, it did nothing."
Beauty_and_Personal_Care-first_200_reviews_428,"After repeated use, it started to help decrease the sweating of my feed."
Beauty_and_Personal_Care-first_200_reviews_429,"It does state this in the directions.<br /><br />It dries the feet out, which I guess is the point, but aesthetically speaking, it doesn’t look great."
Beauty_and_Personal_Care-first_200_reviews_430,"I want nice looking feet , not over dried looking.<br /><br />The bottle is pretty small ."
Beauty_and_Personal_Care-first_200_reviews_431,It lasted about a month.
Beauty_and_Personal_Care-first_200_reviews_432,"I did buy another bottle, so I could really decide whether I liked it or not.<br /><br />I am still deciding whether to buy another or not."
Beauty_and_Personal_Care-first_200_reviews_433,"Don’t like how my feet look when using it, but I like having less sweaty feet."
Beauty_and_Personal_Care-first_200_reviews_434,"I am wondering how it would work if just used during exercise, when the sweating is worse."
Beauty_and_Personal_Care-first_200_reviews_435,No compact to carry and break I bought a pack of these years ago.
Beauty_and_Personal_Care-first_200_reviews_436,"I used them, then put them to the back of my mind.<br /><br />I don’t wear makeup to work, but have noticed some shine in my tzone."
Beauty_and_Personal_Care-first_200_reviews_437,I didn’t want to carry around a compact.
Beauty_and_Personal_Care-first_200_reviews_438,I can be rough with my work bag.
Beauty_and_Personal_Care-first_200_reviews_439,I bought some oil blotting papers at a store near me.
Beauty_and_Personal_Care-first_200_reviews_440,"I tried a couple different ones, but wasn’t really happy."
Beauty_and_Personal_Care-first_200_reviews_441,I then remembered these babies.
Beauty_and_Personal_Care-first_200_reviews_442,I found them on Amazon and bought a 3 pack.<br /><br />They are compact and easy to carry.
Beauty_and_Personal_Care-first_200_reviews_443,"They have rice powder on them, so it’s like you get to powder your nose at the same time."
Beauty_and_Personal_Care-first_200_reviews_444,They also work on my fair skin.
Beauty_and_Personal_Care-first_200_reviews_445,So so I was expecting a better quality print.
Beauty_and_Personal_Care-first_200_reviews_446,"So small so have to be kidding me Strange item, so tiny and hard to use..."
Beauty_and_Personal_Care-first_200_reviews_447,"I will not purchase again, way to expensive for such a small item"
Beauty_and_Personal_Care-first_200_reviews_448,Look great but don't last long .
Beauty_and_Personal_Care-first_200_reviews_449,"Easy to put on, look great - lots of compliments but only last a couple days..."
Beauty_and_Personal_Care-first_200_reviews_450,I prefer the NAIL OG brand
Beauty_and_Personal_Care-first_200_reviews_451,Disappointed I have light brown hair and this did nothing at all
Beauty_and_Personal_Care-first_200_reviews_452,"Not worth it Only one of the suction cups worked and then as soon as I lay on it, it popped off!!"
Beauty_and_Personal_Care-first_200_reviews_453,"Tiny thing, waste of money."
Beauty_and_Personal_Care-first_200_reviews_454,Don't waste ur money .
Beauty_and_Personal_Care-first_200_reviews_455,Worthless  - do no not waste time or money...  no fizz and no fragrance... will NEVER purchase again
Beauty_and_Personal_Care-first_200_reviews_456,Very tiny - maybe for a childs nail .
Beauty_and_Personal_Care-first_200_reviews_457,Cool idea - very hard to place correctly
Beauty_and_Personal_Care-first_200_reviews_458,WOW - amazing product .
Beauty_and_Personal_Care-first_200_reviews_459,wow - talk about looking like false lashes - this stuff is AMAZING - although you will look like a raccoon in the am if you don't take it off at night!
Beauty_and_Personal_Care-first_200_reviews_460,love it wonderful bath salt - smells great
Beauty_and_Personal_Care-first_200_reviews_461,nice product this smells great and leaves your skin very soft
Beauty_and_Personal_Care-first_200_reviews_462,its ok - no biggy .
Beauty_and_Personal_Care-first_200_reviews_463,seems like a nice soap but i don't see any big changes in my skin
Beauty_and_Personal_Care-first_200_reviews_464,beautiful smelling smell nice but small container - not sure if its a good value but i did get about 2 uses from each container and now i use the containers to store my buttons in!
Beauty_and_Personal_Care-first_200_reviews_465,"wonderful item, very relaxing and soothing ."
Beauty_and_Personal_Care-first_200_reviews_466,love love love this item use it every time I take a bath.
Beauty_and_Personal_Care-first_200_reviews_467,Very relaxing and I love the smell and the color that makes the water.
Beauty_and_Personal_Care-first_200_reviews_468,"love this stuff love this bath soak - light candles, soft music and close your eyes - sooo relaxing!!!"
Beauty_and_Personal_Care-first_200_reviews_469,I buy this product at least every other month and use twice a week!
Beauty_and_Personal_Care-first_200_reviews_470,What a beautiful smelling perfume.
Beauty_and_Personal_Care-first_200_reviews_471,I want to spray it on everything its that good.
Beauty_and_Personal_Care-first_200_reviews_472,I'm a sucker for that vanilla scent.
Beauty_and_Personal_Care-first_200_reviews_473,Add the notes of sandalwood and amber and this is a winner!
Beauty_and_Personal_Care-first_200_reviews_474,This dryer will literally blow you away.
Beauty_and_Personal_Care-first_200_reviews_475,Dries my hair in no time.
Beauty_and_Personal_Care-first_200_reviews_476,Easy to hold and buttons are in a convenient place.
Beauty_and_Personal_Care-first_200_reviews_477,Good heat as well as a great cold shot button to set your style.
Beauty_and_Personal_Care-first_200_reviews_478,Also I love the orange/copper color that I ordered.
Beauty_and_Personal_Care-first_200_reviews_479,"Good product Yep, just what I was looking for."
Beauty_and_Personal_Care-first_200_reviews_480,I like that they are not so stiff like all plastic ones.
Beauty_and_Personal_Care-first_200_reviews_481,These have a little give to them.
Beauty_and_Personal_Care-first_200_reviews_482,I could give this product 10 stars Have to give this one 5 stars.
Beauty_and_Personal_Care-first_200_reviews_483,My hair is fine and limp.
Beauty_and_Personal_Care-first_200_reviews_484,Used it yesterday and couldn't believe at the end of the day my hair was still in place and going strong.
Beauty_and_Personal_Care-first_200_reviews_485,"After I washed and dried my hair I lifted parts and gave them a quick squirt let them dry, combed them down a little and did a light spray over the rest of my hair."
Beauty_and_Personal_Care-first_200_reviews_486,I was so glad for that because strong smelling products can sometime put my allergies into a tailspin.
Beauty_and_Personal_Care-first_200_reviews_487,Looking forward to trying more Kenra products since I was so happy with this one.
Beauty_and_Personal_Care-first_200_reviews_488,"A 10 This little tube lasts a long, long time."
Beauty_and_Personal_Care-first_200_reviews_489,Never greasy and sinks right into your skin.
Beauty_and_Personal_Care-first_200_reviews_490,Love the smell Good product.
Beauty_and_Personal_Care-first_200_reviews_491,Love the way it smells
Beauty_and_Personal_Care-first_200_reviews_492,Happy with this product Liked it so much that I went back and bought another one.
Beauty_and_Personal_Care-first_200_reviews_493,Glides on smooth and stays on.
Beauty_and_Personal_Care-first_200_reviews_494,Works well Stays on well and the color is perfect.
Beauty_and_Personal_Care-first_200_reviews_495,No tugging to put it on.
Beauty_and_Personal_Care-first_200_reviews_496,One Star Been using this for a while and it did not do anything for me.
Beauty_and_Personal_Care-first_200_reviews_497,My go to My go to antiperspirant.
Beauty_and_Personal_Care-first_200_reviews_498,Works well with no added fragrance.
Beauty_and_Personal_Care-first_200_reviews_499,Enjoying the my new lip balm.
Beauty_and_Personal_Care-first_200_reviews_500,Tastes great and makes my lips super soft.
Beauty_and_Personal_Care-first_200_reviews_501,I will be getting more of these.
Beauty_and_Personal_Care-first_200_reviews_502,"Love Love, Love, Love these..my favorite is the mint but they are all good."
Beauty_and_Personal_Care-first_200_reviews_503,Keep my lips soft without feeling greasy.
Beauty_and_Personal_Care-first_200_reviews_504,Great option for a contact wearer I love Lash Blast and this Clean version is really good.
Beauty_and_Personal_Care-first_200_reviews_505,As a contact wearer I usually struggle with makeup debris ending up in my eye and causing irritation.
Beauty_and_Personal_Care-first_200_reviews_506,After a couple weeks of use I've had no irritation.
Beauty_and_Personal_Care-first_200_reviews_507,It doesn't smudge as much as the other regular non-waterproof version.
Beauty_and_Personal_Care-first_200_reviews_508,It's very easy to remove with my normal face wash and cleaner.
Beauty_and_Personal_Care-first_200_reviews_509,"Excess ends up in your mouth tasting like Sunblock This product is effective, but it tastes terrible."
Beauty_and_Personal_Care-first_200_reviews_510,It glides on very easily but with lots of excess as the consistency is quite liquid.
Beauty_and_Personal_Care-first_200_reviews_511,"I end up tasting it for hours and it tastes like sunblock, which is terrible to me."
Beauty_and_Personal_Care-first_200_reviews_512,I would give it a better rating if the consistency was more solid like a Burts Bees and maybe less of it would end up in my mouth.
Beauty_and_Personal_Care-first_200_reviews_513,Easy to use good quality product I really like the colors and the consistency of this polygel really easy to use and no strong  odors
Beauty_and_Personal_Care-first_200_reviews_514,"Five Stars Crisp, clean and refreshing."
Beauty_and_Personal_Care-first_200_reviews_515,I need to pay attention to size next time
Beauty_and_Personal_Care-first_200_reviews_516,Let me say I LOVE THIS HAIR SYSTEM !
Beauty_and_Personal_Care-first_200_reviews_517,I have spent more money on Moroccan Oil and Monat and  olaplex etc.... and finally  tried CHI and it has made my hair soft and silky I can’t believe it.
Beauty_and_Personal_Care-first_200_reviews_518,I will not buy anything else now.
Beauty_and_Personal_Care-first_200_reviews_519,I love it and am happy.
Beauty_and_Personal_Care-first_200_reviews_520,Great ingredients Used a while now and I like it
Beauty_and_Personal_Care-first_200_reviews_521,Cleans and softens I really liked this body wash.
Beauty_and_Personal_Care-first_200_reviews_522,It has a nice smell and thickness and washes off your body easily.
Beauty_and_Personal_Care-first_200_reviews_523,WONDERFUL smell I LOVE the smell of this shampoo and it does a pretty nice job but is a bit expensive
Beauty_and_Personal_Care-first_200_reviews_524,Four Stars Works as expected.
Beauty_and_Personal_Care-first_200_reviews_525,"Four Stars I don't use the polishing feature, but the unit assists filing toe nails."
Beauty_and_Personal_Care-first_200_reviews_526,Five Stars Refreshing forest fragrance.
Beauty_and_Personal_Care-first_200_reviews_527,Okay Product very shiny but does peel
Beauty_and_Personal_Care-first_200_reviews_528,"Easy way to handle a pony, making it look classy at the same time."
